က	k a̰
သမာသမတ်	θ ə m à θ ə m a ʔ
သမား	θ ə m á
သမိန်	θ ə m è ɪ ɴ
သမိုင်း	θ ə m á ɪ ɴ
သမီး	θ ə m í
သမုဒ္ဒရာ	θ ə m o ʊ ʔ d ə j à
သမ္ဗန္ဓ	θ à ɴ b à ɴ d a̰
သမ္မတ	θ ə m ə d a̰
သမ္မတနိုင်ငံ	θ ə m ə d a̰ n à ɪ ɴ ŋ à ɴ
သမ္မာကျမ်း	θ ə m à t͡ɕ á ɴ
သမ်း	θ á ɴ
သယ်	θ ɛ̀
သရ	θ ə ɹ a̰
သရက်	θ ə j ɛ ʔ
သရက်ရွက်	θ ə j ɛ ʔ j w ɛ ʔ
သရက်သီးသနပ်	θ ə j ɛ ʔ θ í θ a̰ n a ʔ
သရဏဂုံသုံးပါး	θ ə j ə n ə ɡ ò ʊ ɴ θ ó ʊ ɴ b á
သရဖူ	θ ə ɹ ə pʰ ù
သရီရ	θ ə ɹ ì ɹ a̰
သရုပ်	θ ə j o ʊ ʔ
သရုပ်ဆောင်	θ ə j o ʊ ʔ sʰ à ʊ ɴ
သရုပ်ဖော်	θ ə j o ʊ ʔ pʰ ɔ̀
သရဲ	θ ə j ɛ́
သလား	θ a̰ l á
သလိပ်	θ ə l e ɪ ʔ
သလုံး	θ ə l ó ʊ ɴ
သလွဲ	θ ə l w ɛ́
သဝဏ်လွှာ	θ ə w ʊ̀ ɴ l̥ w à
သာဂူ	θ à ɡ ù
သာဓက	θ à d a̰ k a̰
သာဓု	θ à d ṵ
သာမဏေ	θ à m ə n è
သာမိုမီတာ	θ à m ò m ì t à
သာယာဝတီ	θ à j à w ə d ì
သာရိပုတ္တရာ	θ à j ḭ p o ʊ ʔ t ə j à
သာဝက	θ à w ə k a̰
သာဝတ္ထိ	θ à w ʊ ʔ tʰ ḭ
သာသနာ	θ à ð ə n à
သား	θ á
သားပိုက်ကောင်	θ á b a ɪ ʔ k à ʊ ɴ
သားမြီးယပ်	θ á m j í j a ʔ
သားရေ	θ ə j è
သားလောင်း	θ á l á ʊ ɴ
သားလှောင်	θ á l̥ à ʊ ɴ
သားသတ်ရုံ	θ á ð a ʔ j ò ʊ ɴ
သားအိမ်	θ ə ʔ è ɪ ɴ
သိ	θ ḭ
သိက္ခါ	θ e ɪ ʔ kʰ à
သိကြား	ð ə d͡ʑ á
သိင်္ဂီ	θ è ɪ ɴ ɡ ì
သိထိလ	θ ḭ tʰ ḭ l a̰
သိဒ္ဓတ္ထ	θ e ɪ ʔ d a ʔ tʰ a̰
သိဒ္ဓတ်မင်း	θ e ɪ ʔ d a ʔ m ɪ́ ɴ
သိဒ္ဓိ	θ e ɪ ʔ d ḭ
သိန်း	θ é ɪ ɴ
သိပ္ပံ	θ e ɪ ʔ p à ɴ
သိပ္ပံဘွဲ့	θ e ɪ ʔ p à ɴ b w ɛ̰
သိပ်	θ e ɪ ʔ
သိမ်	θ è ɪ ɴ
သိရှိ	θ ḭ ʃ ḭ
သိဝ	θ ḭ w a̰
သိုက်	θ a ɪ ʔ
သို့ပေမဲ့	ð o̰ b è m ɛ̰
သို့မဟုတ်	ð o̰ m ə h o ʊ ʔ
သို့ရာတွင်	ð o̰ j à d w ɪ̀ ɴ
သိုး	θ ó
သိုးဆောင်း	θ ó sʰ á ʊ ɴ
သိုးထိန်း	θ ó d é ɪ ɴ
သိုးထီး	θ ó d í
သိုးမ	θ ó m a̰
သိုးမွေး	θ ó m w é
သိုးအုပ်	θ ó ʔ o ʊ ʔ
သီချင်း	θ ə t͡ɕʰ ɪ́ ɴ
သီဂိရိယ	θ ì ɡ ḭ ɹ ḭ j a̰
သီတဂူ	θ ì d ə ɡ ù
သီတင်း	ð ə d ɪ́ ɴ
သီတင်းကျွတ်	ð ə d ɪ́ ɴ d͡ʑ ʊ ʔ
သီတင်းသီလ	ð ə d ɪ́ ɴ θ ì l a̰
သီတာ	θ ì d à
သီတာဒေဝီ	θ ì d à d è w ì
သီရိ	θ ì ɹ ḭ
သီရိလင်္ကာ	θ ì ɹ ḭ l ɪ̀ ɴ k à
သီလ	θ ì l a̰
သီလရှင်	θ ì l a̰ ʃ ɪ̀ ɴ
သီဟ	θ ì h a̰
သီဟိုဠ်	θ ì h ò
သီအိုရီ	θ ì ʔ ò ɹ ì
သီး	θ í
သီးစုံချဉ်ရည်	θ í z ò ʊ ɴ t͡ɕʰ ɪ̀ ɴ j ì
သီးပင်	θ í b ɪ̀ ɴ
သီးသီး	θ í ð í
သု	θ ṵ
သုက်	θ o ʊ ʔ
သုခ	θ ṵ kʰ a̰
သုခေါဒယ	θ ṵ kʰ ɔ́ d ə j a̰
သုည	θ ò ʊ ɴ ɲ a̰
သုတ	θ ṵ t a̰
သုတေသန	θ ṵ t è θ ə n a̰
သုတေသီ	θ ṵ t è θ ì
သုတ်	θ o ʊ ʔ
သုဒ္ဒ	θ o ʊ ʔ d a̰
သုဒ္ဒကိန်း	θ o ʊ ʔ d a̰ k é ɪ ɴ
သုဒ္ဒကြိယာ	θ o ʊ ʔ d a̰ k ə j ḭ j à
သုဒ္ဓေါဒန	θ ù d d ɔ́ d ə n a̰
သုဓမ္မသိင်္ဂီ	θ ṵ d à ɴ m a̰ θ è ɪ ɴ ɡ ì
သုပ်	θ o ʊ ʔ
သုသာန်	θ o ʊ ʔ θ à ɴ
သုံး	θ ó ʊ ɴ
သုံးဆယ်	θ ó ʊ ɴ sʰ ɛ̀
သုံးဆောင်	θ ó ʊ ɴ sʰ à ʊ ɴ
သူ	θ ù
သူခိုး	θ ə kʰ ó
သူငယ်	θ ə ŋ ɛ̀
သူငယ်ချင်း	θ ə ŋ ɛ̀ d͡ʑ ɪ́ ɴ
သူငယ်တန်း	θ ù ŋ ɛ̀ d á ɴ
သူငယ်မ	θ ə ŋ ɛ̀ m a̰
သူဇာ	θ ù z à
သူတို့	θ ù d o̰
သူပုန်	ð ə b ò ʊ ɴ
သူမ	θ ù m a̰
သူများ	θ ù m j á
သူရ	θ ù j a̰
သူရကန်	θ ù ɹ ə k à ɴ
သူရိန်	θ ù j è ɪ ɴ
သူရိယမာသ	θ ù ɹ ḭ j a̰ m à θ a̰
သူရဲ	θ ə j ɛ́
သူရဿတီ	θ ù ɹ a̰ θ ə t ì
သူလျှို	ð ə ʃ ò
သူ့	θ ṵ
သေ	θ è
သေခြင်း	θ è d͡ʑ ɪ́ ɴ
သေတ္တာ	θ ɪ ʔ t à
သေနတ်	θ ə n a ʔ
သော	θ ɔ́
သောက္ကတဲ	θ a ʊ ʔ k ə t ɛ́
သောက်	θ a ʊ ʔ
သောကြာ	θ a ʊ ʔ t͡ɕ à
သောကြာဂြိုဟ်	θ a ʊ ʔ t͡ɕ à d͡ʑ ò
သောင်း	θ á ʊ ɴ
သောင်းသောင်း	θ á ʊ ɴ ð á ʊ ɴ
သောမနဿ	θ ɔ́ m ə n a ʔ θ a̰
သောသော	θ ɔ́ ð ɔ́
သော့	θ ɔ̰
သော့တံ	θ ɔ̰ d à ɴ
သော်တာ	θ ɔ̀ d à
သေး	θ é
သဲ	θ ɛ́
သဲကန္တာရ	θ é ɡ à ɴ d à j a̰
သဲကျောက်	θ ɛ́ d͡ʑ a ʊ ʔ
သဲ့သဲ့	θ ɛ̰ ð ɛ̰
သံ	θ à ɴ
သံကြိုး	θ à ɴ d͡ʑ ó
သံကြိုးစာ	θ à ɴ d͡ʑ ó z à
သံကြွပ်	θ à ɴ d͡ʑ ʊ ʔ
သံချပ်	θ ə d͡ʑ a ʔ
သံချေး	θ à ɴ d͡ʑ í
သံခွာ	θ à ɴ kʰ w à
သံဃာ	θ à ɴ ɡ à
သံစုံတီးဝိုင်း	θ à ɴ z ò ʊ ɴ t í w á ɪ ɴ
သံတမန်	θ à ɴ t ə m à ɴ
သံတွဲ	θ à ɴ d w ɛ́
သံပန်း	θ à ɴ b á ɴ
သံပရာ	θ à ɴ b ə j à
သံပရို	θ à ɴ b a̰ j ò
သံပေါက်	θ à ɴ b a ʊ ʔ
သံပြိုင်	θ à ɴ b j à ɪ ɴ
သံဖြူ	θ à ɴ b j ù
သံမဏိ	θ à ɴ m ə n ḭ
သံရုံး	θ à ɴ j ó ʊ ɴ
သံလမ်း	θ à ɴ l á ɴ
သံလမ်းရထား	θ à ɴ l á ɴ j ə tʰ á
သံလိုက်	θ à ɴ l a ɪ ʔ
သံလိုက်စက်ကွင်း	θ à ɴ l a ɪ ʔ s ɛ ʔ k w ɪ́ ɴ
သံလွင်	θ à ɴ l w ɪ̀ ɴ
သံဝါသ	θ à ɴ w à θ a̰
သံအမတ်	θ à ɴ ʔ ə m a ʔ
သံ့သံ့	θ a̰ ɴ ð a̰ ɴ
သျှင်	ʃ ɪ̀ ɴ
သျှမ်း	ʃ á ɴ
သျှောင်	j à ʊ ɴ
သွင်သွင်	θ w ɪ̀ ɴ ð w ɪ̀ ɴ
သွတ်သွတ်	θ ʊ ʔ θ ʊ ʔ
သွန်းသွန်း	θ ʊ́ ɴ ð ʊ́ ɴ
သွပ်	θ ʊ ʔ
သွား	θ w á
သွားကြားထိုးတံ	θ w á d͡ʑ á tʰ ó d à ɴ
သွားတိုက်ဆေး	θ w á d a ɪ ʔ sʰ é
သွားပွတ်တံ	ð ə b ʊ ʔ d à ɴ
သွားဖုံး	θ ə pʰ ó ʊ ɴ
သွားရည်	θ ə j ì
သွေး	θ w é
သွေးကြော	θ w é d͡ʑ ɔ́
သွေးတိုးရောဂါ	θ w é t ó j ɔ́ ɡ à
သွေးပေါ်	θ w é p ɔ̀
သွေးအုပ်စု	θ w é ʔ o ʊ ʔ s ṵ
ဟ	h a̰
ဟင့်အင်း	h ɪ̰ ɴ ʔ ɪ́ ɴ
ဟင်း	h ɪ́ ɴ
ဟင်းခါး	h ɪ́ ɴ ɡ á
ဟင်းချ့	h ɪ́ ɴ t͡ɕʰ a̰̰
ဟင်းရည်	h ɪ́ ɴ j è
ဟင်းသီးဟင်းရွက်	h ɪ́ ɴ ð í h ɪ́ ɴ j w ɛ ʔ
ဟင်္သာ	h ɪ́ ɴ θ à
ဟင်္သာတ	h ɪ̀ ɴ θ ə t a̰
ဟထိုး	h a̰ tʰ ó
ဟနူမာန်	h ə n ù m à n
ဟန်ဂေရီ	h à ɴ ɡ è ɹ ì
ဟန်နီ	h à ɴ n ì
ဟမ်ဘာဂါ	h à ɴ b à ɡ à
ဟယ်လီကော့ပတာ	h ɛ̀ l ì k ɔ̰ p ə t à
ဟလဝါ	h a̰ l a̰ w à
ဟာနွိုင်း	h à n w á ɪ ɴ
ဟာသ	h à θ a̰
ဟားခါး	h á kʰ á
ဟိတ်	h e ɪ ʔ
ဟိန္ဒီ	h è ɪ ɴ d ì
ဟိန္ဒူ	h è ɪ ɴ d ù
ဟိမဝန္တာ	h ḭ m a̰ w ʊ̀ ɴ t à
ဟို	h ò
ဟိုက်ဒရိုဂျင်	h a ɪ ʔ d ə ɹ ò d͡ʑ ɪ̀ ɴ
ဟိုင်းအီနာကောင်	h á ɪ ɴ ʔ ì n à k à ʊ ɴ
ဟိုတယ်	h ò t ɛ̀
ဟိုမှာ	h ò m̥ à
ဟိုဟာ	h ò h à
ဟီနယာန	h ì n a̰ j à n a̰
ဟီလီယမ်	h ì l ì j à ɴ
ဟုတ်	h o ʊ ʔ
ဟုတ်ကဲ့	h o ʊ ʔ k ɛ̰
ဟုတ်တာပေါ့	h o ʊ ʔ t à p ɔ̰
ဟူ	h ù
ဟူးရား	h ú j á
ဟူးဟူး	h ú h ú
ဟေတီ	h è t ì
ဟေမာန်	h è m à n
ဟောက်	h a ʊ ʔ
ဟောင်ကောင်	h à ʊ ɴ k à ʊ ɴ
ဟောင်း	h á ʊ ɴ
ဟော်	h ɔ̀
ဟော်ကီ	h ɔ̀ k ì
ဟော်လန်	h ɔ̀ l à ɴ
ဟဲလို	h ɛ́ l ò
ဟွန်ဒူးရပ်စ်	h ʊ̀ ɴ d ú ɹ a ʔ s
ဠ	l a̰
အ	ʔ a̰
အက	ʔ ə k a̰
အကယ်၍	ʔ ə k ɛ̀ j w ḛ
အကာ	ʔ ə k à
အကို	ʔ ə k ò
အကိုင်း	ʔ ə k á ɪ ɴ
အကုန်	ʔ ə k ò ʊ ɴ
အကောက်	ʔ ə k a ʊ ʔ
အကောက်ဆိပ်	ʔ ə k a ʊ ʔ sʰ e ɪ ʔ
အကောင့်	ʔ ə k a̰ ʊ ɴ
အက္ခရာ	ʔ ɛ ʔ kʰ ə j à
အက်	ʔ ɛ ʔ
အက်စစ်	ʔ ɛ ʔ s ɪ ʔ
အက်စတိုးနီးယား	ʔ ɛ ʔ s ə t ó n í j á
အက်တမ်	ʔ ɛ ʔ t à ɴ
အကျဉ်း	ʔ ə t͡ɕ ɪ́ ɴ
အကျဉ်းထောင်	ʔ ə t͡ɕ ɪ́ ɴ d à ʊ ɴ
အကျည်း	ʔ ə t͡ɕ í
အကျည်းတန်	ʔ ə t͡ɕ í t à ɴ
အကျယ်	ʔ ə t͡ɕ ɛ̀
အကျိတ်	ʔ ə t͡ɕ e ɪ ʔ
အကျော်	ʔ ə t͡ɕ ɔ̀
အကျော်ဇေယျ	ʔ ə t͡ɕ ɔ̀ z è j a̰
အကြမ်းဖက်ဝါဒ	ʔ ə t͡ɕ á ɴ pʰ ɛ ʔ w à d a̰
အကြမ်းဖက်သမား	ʔ ə t͡ɕ á ɴ pʰ ɛ ʔ θ ə m á
အကြောင်း	ʔ ə t͡ɕ á ʊ ɴ
အကြော်	ʔ a̰ t͡ɕ ɔ̀
အကြေး	ʔ ə t͡ɕ é
အကြံ	ʔ ə t͡ɕ à ɴ
အကြွေး	ʔ ə t͡ɕ w é
အကြွေးဝယ်ကတ်ပြား	ʔ ə t͡ɕ w é w ɛ̀ k a ʔ p j á
အကွ	ʔ ə k w a̰
အကွာအဝေး	ʔ ə k w à ʔ ə w é
အခန်း	ʔ ə kʰ á ɴ
အခမဲ့	ʔ ə kʰ a̰ m ɛ̰
အခိုး	ʔ ə kʰ ó
အခု	ʔ ə kʰ ṵ
အခေါက်	ʔ ə kʰ a ʊ ʔ
အချင်း	ʔ ə t͡ɕʰ ɪ́ ɴ
အချင်းဝက်	ʔ ə t͡ɕʰ ɪ́ ɴ w ɛ ʔ
အချစ်	ʔ ə t͡ɕʰ ɪ ʔ
အချပ်	ʔ ə t͡ɕʰ a ʔ
အချိတ်	ʔ ə t͡ɕʰ e ɪ ʔ
အချိန်	ʔ ə t͡ɕʰ è ɪ ɴ
အချိန်စာရင်း	ʔ ə t͡ɕʰ è ɪ ɴ s ə j ɪ́ ɴ
အချို	ʔ ə t͡ɕʰ ò
အချိုပွဲ	ʔ ə t͡ɕʰ ò b w ɛ́
အချိုမှုန့်	ʔ ə t͡ɕʰ ò m̥ o̰ ʊ ɴ
အချို့	ʔ ə t͡ɕʰ o̰
အချိုး	ʔ ə t͡ɕʰ ó
အချုပ်ခန်း	ʔ ə t͡ɕʰ o ʊ ʔ kʰ á ɴ
အချွဲ	ʔ ə t͡ɕʰ w ɛ́
အခြား	ʔ ə t͡ɕʰ á
အခြေ	ʔ ə t͡ɕʰ è
အခြောက်	ʔ ə t͡ɕʰ a ʊ ʔ
အခွင့်	ʔ ə kʰ w ɪ̰ ɴ
အခွင့်အရေး	ʔ ə kʰ w ɪ̰ ɴ ʔ ə j é
အခွန်	ʔ ə kʰ ʊ̀ ɴ
အခွံ	ʔ ə kʰ ʊ̀ ɴ
အခွံမာသီး	ʔ ə kʰ ʊ̀ ɴ m à ð í
အဂတိ	ʔ a̰ ɡ ə d ḭ
အဂ္ဂမဟာပဏ္ဍိတ	ʔ ɛ ʔ ɡ a̰ m ə h à p à ɴ d ḭ t a̰
အဂ္ဂမဟေသီ	ʔ ɛ ʔ ɡ a̰ m ə h è θ ì
အငတ်	ʔ ə ŋ a ʔ
အင်ဂိုလာ	ʔ ɪ̀ ɴ ɡ ò l à
အင်ဂျင်	ʔ ɪ̀ ɴ d͡ʑ ɪ̀ ɴ
အင်ဂျင်နီယာ	ʔ ɪ̀ ɴ d͡ʑ ɪ̀ ɴ n ì j à
အင်တာနက်	ʔ ɪ̀ ɴ t à n ɛ ʔ
အင်တာဗျူး	ʔ ɪ̀ ɴ t ə b j ú
အင်ဒိုချိုင်းနား	ʔ ɪ̀ ɴ d ò t͡ɕʰ á ɪ ɴ n á
အင်ဒိုနီးရှား	ʔ ɪ̀ ɴ d ò n í ʃ á
အင်ဒိုရာ	ʔ ɪ̀ ɴ d ò ɹ à
အင်ပါယာ	ʔ ɪ̀ ɴ p à j à
အင်း	ʔ ɪ́ ɴ
အင်းကျီ	ʔ ɪ́ ɴ d͡ʑ ì
အင်းစိန်	ʔ ɪ́ ɴ s è ɪ ɴ
အင်းဆက်	ʔ ɪ́ ɴ sʰ ɛ ʔ
အင်းဝ	ʔ ɪ́ ɴ w a̰
အင်းဝ	ʔ ə w a̰
အင်းသား	ʔ ɪ́ ɴ ð á
အင်္ကျီ	ʔ ɪ́ ɴ d͡ʑ ì
အင်္ဂတေ	ʔ ɪ̀ ɴ ɡ ə d è
အင်္ဂလန်	ʔ ɪ̀ ɴ ɡ ə l à ɴ
အင်္ဂလိပ်	ʔ ɪ̀ ɴ ɡ ə l e ɪ ʔ
အင်္ဂါ	ʔ ɪ̀ ɴ ɡ à
အငြိမ့်	ʔ ə ɲ ḛ ɪ ɴ
အငြိမ့်တီးမျိုး	ʔ a̰ ɲ ḛ ɪ ɴ t í m j ó
အငွေ့	ʔ a̰ ŋ w ḛ
အစ	ʔ ə s a̰
အစက်	ʔ ə s ɛ ʔ
အစဉ်	ʔ ə s ɪ̀ ɴ
အစည်းအရုံး	ʔ ə s í ʔ ə j ó ʊ ɴ
အစည်းအဝေး	ʔ ə s í ʔ ə w é
အစား	ʔ ə s á
အစားအစာ	ʔ ə s á ʔ ə s à
အစိမ်း	ʔ ə s é ɪ ɴ
အစိုးရ	ʔ ə s ó j a̰
အစီရင်	ʔ ə s ì j ɪ̀ ɴ
အစီရင်ခံ	ʔ ə s ì j ɪ̀ ɴ kʰ à ɴ
အစီရင်ခံစာ	ʔ ə s ì j ɪ̀ ɴ kʰ à ɴ z à
အစီအစဉ်	ʔ ə s ì ʔ ə s ɪ̀ ɴ
အစီအလျဉ်	ʔ ə s ì ʔ ə l j ɪ̀ ɴ
အစု	ʔ ə s ṵ
အစုရှင်	ʔ ə s ṵ ʃ ɪ̀ ɴ
အစုံအစုံ	ʔ ə s ò ʊ ɴ ʔ ə s ò ʊ ɴ
အစေအပါး	ʔ ə s è ʔ ə p á
အစောင့်	ʔ ə s a̰ ʊ ɴ
အစေ့	ʔ ə s ḭ
အစ္စရေး	ʔ ɪ ʔ z ə ɹ é
အစ္စလမ်	ʔ ɪ ʔ s ə l à ɴ
အစ်	ʔ ɪ ʔ
အစ်ကို	ʔ ə k ò
အစ်မ	ʔ ə m a̰
အစွန်း	ʔ ə s ʊ́ ɴ
အဆင့်	ʔ ə sʰ ɪ̰ ɴ
အဆိပ်	ʔ ə sʰ e ɪ ʔ
အဆိုတော်	ʔ ə sʰ ò d ɔ̀
အဆီ	ʔ ə sʰ ì
အဆုတ်	ʔ ə sʰ o ʊ ʔ
အဆုတ်ရောင်ရောဂါ	ʔ a̰ sʰ o ʊ ʔ j à ʊ ɴ j ɔ́ ɡ à
အဆောက်အဦ	ʔ ə sʰ a ʊ ʔ ʔ a̰ ʔ ù
အဆောင်	ʔ ə sʰ à ʊ ɴ
အဆွေး	ʔ ə sʰ w é
အဇာဘိုင်ဂျန်	ʔ a̰ z ə b à ɪ ɴ d͡ʑ à ɴ
အဉ္ဇလီ	ʔ ɪ̀ ɴ z ə l ì
အညစ်အကြေး	ʔ ə ɲ ɪ ʔ ʔ ə t͡ɕ é
အညစ်အထည်း	ʔ ə ɲ ɪ ʔ ʔ ə tʰ í
အညာသား	ʔ ə ɲ à ð á
အညို	ʔ ə ɲ ò
အညီ	ʔ ə ɲ ì
အဋ္ဌမ	ʔ a ʔ tʰ ə m a̰
အဏုဇီဝဗေဒ	ʔ ə n ṵ z ì w a̰ b è d a̰
အဏ္ဏဝါ	ʔ à ɴ n ə w à
အဏ္ဏဝါဗေဒ	ʔ à n n ə w à b è d a̰
အတင်း	ʔ ə t ɪ́ ɴ
အတန်း	ʔ ə t á ɴ
အတာ	ʔ ə t à
အတာအိုး	ʔ ə t à ʔ ó
အတိတ်	ʔ ə t e ɪ ʔ
အတိုင်ပင်ခံ	ʔ ə t à ɪ ɴ b ɪ̀ ɴ ɡ à ɴ
အတိုင်း	ʔ ə t á ɪ ɴ
အတိုး	ʔ ə t ó
အတူ	ʔ ə t ù
အတူတူ	ʔ ə t ù d ù
အတောင်	ʔ ə t à ʊ ɴ
အတွင်း	ʔ ə t w ɪ́ ɴ
အတွင်းခံ	ʔ ə t w ɪ́ ɴ ɡ à ɴ
အတွင်းစကား	ʔ ə t w ɪ́ ɴ z ə ɡ á
အတွင်းတာရာ	ʔ ə t w ɪ́ ɴ t à j à
အတွင်းရန်	ʔ ə t w ɪ́ ɴ j à ɴ
အထက်	ʔ ə tʰ ɛ ʔ
အထက်လွှတ်တော်	ʔ ə tʰ ɛ ʔ l̥ ʊ ʔ t ɔ̀
အထက်သား	ʔ ə tʰ ɛ ʔ ð á
အထင်	ʔ ə tʰ ɪ̀ ɴ
အထပ်	ʔ ə tʰ a ʔ
အထိ	ʔ ə tʰ ḭ
အထိန်း	ʔ ə tʰ é ɪ ɴ
အထိမ်းအမှတ်	ʔ ə tʰ é ɪ ɴ ʔ ə m̥ a ʔ
အထီး	ʔ ə tʰ í
အထုပ်	ʔ ə tʰ o ʊ ʔ
အထုံးအဖွဲ့	ʔ ə tʰ ó ʊ ɴ ʔ ə pʰ w ɛ̰
အထဲ	ʔ ə tʰ ɛ́
အဓိက	ʔ a̰ d ḭ ɡ a̰
အဓိဌာန်	ʔ ə d e ɪ ʔ tʰ à ɴ
အဓိပ္ပါယ်	ʔ ə d e ɪ ʔ b ɛ̀
အနက်	ʔ ə n ɛ ʔ
အနန္တ	ʔ ə n à ɴ d a̰
အနန္တောအနန္တငါးပါး	ʔ ə n à ɴ d ɔ́ ʔ ə n d a̰ ŋ á p á
အနာကြီးရောဂါ	ʔ ə n à d͡ʑ í j ɔ́ ɡ à
အနာဂတ်	ʔ ə n à ɡ a ʔ
အနား	ʔ ə n á
အနားယူ	ʔ ə n á j ù
အနိစ္စ	ʔ ə n è s s a̰
အနို့	ʔ ə n o̰
အနီ	ʔ ə n ì
အနုတ်လက္ခဏာ	ʔ ə n̥ o ʊ ʔ l ɛ ʔ kʰ ə n à
အနုပညာ	ʔ ə n ṵ p j ɪ̀ ɴ ɲ à
အနုရာဓပူရ	ʔ ə n ṵ j à d a̰ p ù ɹ a̰
အနုရုဒ္ဓါ	ʔ ə n ṵ j o ʊ ʔ d à
အနောက်	ʔ ə n a ʊ ʔ
အနံ့	ʔ ə n a̰ ɴ
အန္တရာယ်	ʔ à ɴ d ə j ɛ̀
အန္တာတိက	ʔ à ɴ t à t ḭ k a̰
အန်	ʔ à ɴ
အန်ကယ်	ʔ à ɴ k ɛ̀
အန်တီ	ʔ à ɴ t ì
အန်နီမဲ	ʔ à ɴ n ì m ɛ́
အနွယ်	ʔ ə n w ɛ̀
အနှိပ်	ʔ ə n̥ e ɪ ʔ
အနှီဟာ	ʔ ə n̥ ì h à
အနှီး	ʔ ə n̥ í
အပင်	ʔ ə p ɪ̀ ɴ
အပိုင်း	ʔ ə p á ɪ ɴ
အပိုဒ်	ʔ ə p a ɪ ʔ
အပူ	ʔ ə p ù
အပေါင်	ʔ ə p à ʊ ɴ
အပေါင်းလက္ခဏာ	ʔ ə p á ʊ ɴ l ɛ ʔ kʰ ə n à
အပေါ်	ʔ ə p ɔ̀
အပ်	ʔ a ʔ
အပ်ချည်	ʔ a ʔ t͡ɕʰ ì
အပ်ချုပ်စက်	ʔ a ʔ t͡ɕʰ o ʊ ʔ s ɛ ʔ
အပြင်	ʔ ə p j ɪ̀ ɴ
အပြစ်	ʔ ə p j ɪ ʔ
အပြာ	ʔ ə p j à
အပြာကား	ʔ a̰ p j à k á
အပြာမယ်	ʔ ə p j à m ɛ̀
အပြီးသတ်	ʔ ə p j í ð a ʔ
အပြုအမူ	ʔ ə p j ṵ ʔ ə m ù
အပြုံး	ʔ ə p j ó ʊ ɴ
အပြော	ʔ ə p j ɔ́
အပွင့်	ʔ ə p w ɪ̰ ɴ
အဖ	ʔ ə pʰ a̰
အဖတ်	ʔ ə pʰ a ʔ
အဖို	ʔ ə pʰ ò
အဖို့	ʔ ə pʰ o̰
အဖိုး	ʔ ə pʰ ó
အဖိုးကြီး	ʔ ə pʰ ó t͡ɕ í
အဖုံး	ʔ ə pʰ ó ʊ ɴ
အဖေ	ʔ ə pʰ è
အဖော်	ʔ ə pʰ ɔ̀
အဖေ့	ʔ ə pʰ ḛ
အဖျား	ʔ ə pʰ j á
အဖျားဖြတ်ဆေး	ʔ a̰ pʰ j á pʰ j a ʔ sʰ é
အဖြူ	ʔ ə pʰ j ù
အဖြေ	ʔ ə pʰ j è
အဖွဲ့	ʔ ə pʰ w ɛ̰
အဖွဲ့ချုပ်	ʔ ə pʰ w ɛ̰ d͡ʑ o ʊ ʔ
အဘိဓာန်	ʔ ə b ḭ d à ɴ
အဘိုး	ʔ ə pʰ ó
အဘိုးကြီး	ʔ ə pʰ ó d͡ʑ í
အဘွား	ʔ ə pʰ w á
အမ	ʔ ə m a̰
အမည်	ʔ ə m j ì
အမည်း	ʔ ə m ɛ́
အမတ်	ʔ ə m a ʔ
အမယ်	ʔ ə m ɛ̀
အမရပူရ	ʔ ə m ə j a̰ p ù j a̰
အမာ	ʔ a̰ m à
အမိ	ʔ ə m ḭ
အမိန့်	ʔ ə m ḛ ɪ ɴ
အမိန့်ရှိပါ	ʔ ə m ḛ ɪ ɴ ʃ ḭ b à
အမိုး	ʔ ə m ó
အမေ	ʔ ə m è
အမေရိက	ʔ ə m è ɹ ḭ k a̰
အမေရိကန်ပြည်ထောင်စု	ʔ ə m è ɹ ḭ k à ɴ p j ì d à ʊ ɴ z ṵ
အမေး	ʔ ə m é
အမဲလိုက်	ʔ ə m ɛ́ l a ɪ ʔ
အမဲသား	ʔ ə m ɛ́ ð á
အမျိုး	ʔ ə m j ó
အမျိုးဇာတ်	ʔ ə m j ó z a ʔ
အမျိုးလေးပါး	ʔ ə m j ó l é b á
အမျိုးသမီး	ʔ ə m j ó ð ə m í
အမျိုးသား	ʔ ə m j ó ð á
အမျိုးသားစိတ်	ʔ ə m j ó ð á s e ɪ ʔ
အမျိုးသားနေ့	ʔ ə m j ó ð á n ḛ
အမျိုးသားလွှတ်တော်	ʔ ə m j ó ð á l̥ ʊ ʔ t ɔ̀
အမျိုးသားသီချင်း	ʔ ə m j ó ð á θ ə t͡ɕʰ ɪ́ ɴ
အမျိုးအနွယ်	ʔ ə m j ó ʔ ə n w ɛ̀
အမျှင်	ʔ ə m̥ j ɪ̀ ɴ
အမြစ်	ʔ ə m j ɪ ʔ
အမြန်	ʔ ə m j à ɴ
အမြီး	ʔ ə m̥ í
အမြောက်	ʔ ə m j a ʊ ʔ
အမြဲ	ʔ ə m j ɛ́
အမြဲတမ်း	ʔ ə m j ɛ́ d á ɴ
အမြွှာ	ʔ ə m̥ w à
အမြှုပ်	ʔ ə m̥ j o ʊ ʔ
အမြှောက်လက္ခဏာ	ʔ ə m̥ j a ʊ ʔ l ɛ ʔ kʰ ə n à
အမွေး	ʔ ə m w é
အမွှေး	ʔ ə m̥ w é
အမွှေးတိုင်	ʔ ə m̥ w é d à ɪ ɴ
အမှတ်	ʔ ə m̥ a ʔ
